,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length,y_pred,proba
1057,False,172.02,104.43,104.37,5.59,3.06,110.35,0,2.9100938951574736e-09
1058,False,171.98,104.33,104.28,4.86,3.45,111.55,0,1.098629926520746e-05
1059,False,172.15,104.41,104.4,5.64,3.25,111.05,0,1.982825980935704e-08
1060,False,171.75,104.34,104.58,4.26,3.29,110.98,0,2.819645351815054e-05
1061,False,172.02,104.06,104.16,4.74,3.35,110.94,0,2.307735470399207e-06
1062,False,171.65,104.19,103.96,5.37,2.99,112.86,0,0.327221592149279
1063,False,171.44,103.99,104.04,4.81,3.49,111.74,0,7.10385476113809e-05
1064,False,171.87,104.16,104.44,6.04,3.32,111.99,0,2.1946975418555125e-07
1065,False,171.87,104.21,103.82,4.81,3.12,112.06,0,0.04734410677433516
1066,False,171.92,104.39,103.93,5.18,3.02,111.44,0,0.00020777938934478921
1067,False,171.37,104.08,104.16,5.55,3.55,111.56,0,7.919243054805525e-08
1068,False,171.89,104.49,104.38,5.2,3.63,110.48,0,1.9516299851486558e-10
1069,False,171.21,104.29,104.41,5.14,3.26,111.16,0,7.972926323883697e-07
1070,False,172.08,104.38,104.22,5.51,3.41,111.42,0,1.5128084905433833e-07
1071,False,171.5,103.9,103.98,4.82,3.4,112.07,0,0.001581771653912893
1072,False,171.41,104.06,104.42,5.04,3.4,111.02,0,1.4264020774455111e-07
1073,False,172.13,103.67,103.82,4.27,3.22,112.15,0,0.47962330600158753
1074,False,172.14,104.49,103.76,4.36,3.24,110.36,0,8.45663482580211e-06
1075,False,172.02,104.51,103.69,6.23,3.39,112.35,0,3.544118865050718e-06
1077,False,171.8,104.12,104.06,5.66,3.29,111.09,0,4.5637596172496035e-08
1078,False,172.21,104.4,104.28,5.28,3.42,112.99,0,0.007474040497174362
1079,False,172.17,104.33,104.24,4.93,3.43,112.06,0,0.00022959612517214504
1080,False,172.23,103.83,104.29,5.61,3.47,111.72,0,2.1679985570730823e-07
1081,False,171.82,103.9,103.67,4.79,3.36,112.43,0,0.06942576849571325
1082,False,171.75,103.96,103.83,5.39,3.54,109.49,0,2.1012536730632045e-12
1083,False,171.85,103.6,103.82,4.6,3.21,112.5,1,0.5240026803175882
1084,False,171.94,104.27,103.94,4.46,3.14,112.13,0,0.2749424702083247
1085,False,171.39,103.51,103.5,5.52,3.45,111.54,0,2.145088178634012e-06
1086,False,171.54,104.53,104.15,5.69,3.43,111.7,0,2.7933284820779874e-07
1087,False,171.91,104.28,103.86,5.48,3.37,113.13,0,0.0331556381687781
1088,False,171.91,104.26,104.62,5.86,3.44,110.68,0,3.382792104414997e-11
1089,False,171.13,104.13,104.26,3.86,3.69,111.52,0,0.00044110664886052784
1090,False,172.11,104.88,104.1,4.8,3.73,110.78,0,1.3826796541523436e-08
1091,False,172.2,104.31,104.4,4.6,3.42,111.92,0,0.0005067642428500603
1092,False,171.87,104.76,104.02,6.3,3.61,111.29,0,1.129533114364621e-10
1093,False,172.08,104.33,103.94,4.77,3.64,110.68,0,3.916834104446242e-08
1094,False,172.13,104.4,103.43,4.44,3.65,111.17,0,3.14817887051469e-05
1095,False,171.83,104.11,103.92,5.63,3.21,112.18,0,0.00016591031730626315
1096,False,172.34,104.36,103.82,4.92,3.47,111.33,0,7.269164089300043e-06
1097,False,172.51,104.43,104.17,5.11,3.08,111.7,0,0.0003866006066825693
1098,False,171.32,104.28,104.36,5.08,3.69,112.09,0,4.8148902962185445e-06
1099,False,171.19,104.18,104.01,4.82,3.18,111.73,0,0.001739566631717702
1100,False,172.29,104.09,103.92,4.51,3.54,110.94,0,3.0281322089494975e-06
1101,False,171.86,104.49,103.87,5.21,3.6,111.11,0,6.594980148873516e-08
1102,False,172.31,104.11,103.74,4.96,3.6,111.78,0,3.044033498847796e-05
1103,False,171.88,104.05,103.75,4.41,3.21,112.52,1,0.8389344910098391
1104,False,171.95,103.89,103.69,4.45,3.42,112.02,0,0.02493696270220829
1105,False,172.37,104.03,104.47,4.95,3.25,111.99,0,0.00039833727936286
1106,False,172.08,103.95,103.9,5.45,3.29,112.03,0,9.534589339767472e-05
1107,False,172.12,104.18,104.31,5.36,3.31,111.43,0,8.697254903358547e-07
1108,False,171.78,104.24,103.94,4.64,3.11,111.31,0,0.0010663030382768723
1109,False,172.03,104.16,104.31,5.46,3.24,112.82,0,0.0049753084989038595
1110,False,171.73,104.32,104.07,6.56,3.3,112.8,0,5.096001956434188e-06
1111,False,172.03,104.52,103.96,4.3,3.48,112.16,0,0.032957355537440926
1112,False,172.06,104.28,104.31,5.61,3.27,111.61,0,8.252602778841358e-07
1113,False,171.84,104.52,104.19,4.6,3.47,110.64,0,2.2855980067776076e-07
1114,False,172.1,104.1,104.2,5.16,3.16,111.85,0,0.00027974964798764773
1115,False,172.18,104.14,104.37,6.04,3.62,110.97,0,2.286745093488872e-11
1116,False,172.26,103.9,104.12,4.99,3.42,111.27,0,2.0058418781302288e-06
1117,False,171.94,104.14,104.14,4.69,3.06,112.04,0,0.05694821260823205
1118,False,171.38,104.52,104.22,4.58,3.41,111.84,0,0.0007086863931943728
1119,False,172.0,104.2,104.35,5.18,3.31,111.95,0,5.8264833277701665e-05
1120,False,171.48,104.46,104.24,4.94,3.61,110.8,0,1.4151870280987479e-08
1122,False,172.09,104.15,104.17,4.15,3.4,113.85,1,0.9996991154392915
1123,False,172.07,104.03,103.58,5.33,3.64,111.27,0,1.4324351635962594e-07
1124,False,171.88,103.92,104.27,6.7,3.11,110.93,0,7.807831460438249e-11
1125,False,172.04,104.26,103.87,5.21,3.49,112.09,0,8.649141907448985e-05
1126,False,171.84,104.06,104.1,4.87,3.25,111.04,0,6.498767537286236e-06
1127,False,172.04,103.76,104.03,5.07,3.42,111.87,0,6.569871558676747e-05
1128,False,172.37,104.25,103.67,5.12,3.3,112.03,0,0.001477145350285949
1129,False,171.68,104.04,104.68,5.32,3.56,111.04,0,2.201241204011144e-09
1130,False,171.56,104.29,104.19,5.23,3.63,112.94,0,0.0011499730488531295
1131,False,171.77,104.34,103.44,5.12,3.36,111.49,0,6.119137403972861e-05
1132,False,172.04,104.32,103.81,5.57,3.57,112.37,0,2.6590343554006652e-05
1133,False,171.79,103.99,103.67,6.16,3.52,110.93,0,2.4281652407216725e-10
1134,False,171.91,103.7,104.41,6.34,3.5,113.05,0,3.840376599012886e-06
1135,False,171.81,104.17,103.93,4.77,3.34,110.8,0,1.9214482604252195e-06
1136,False,172.41,104.32,103.93,5.82,3.36,112.36,0,3.0810416994083447e-05
1137,False,171.77,103.98,103.76,5.16,3.38,111.07,0,1.0042718006993172e-06
1138,False,172.01,104.06,104.12,5.71,3.35,111.01,0,8.928121525314516e-09
1139,False,171.32,104.2,104.09,5.67,3.19,112.02,0,3.369225324662823e-05
1140,False,172.15,104.26,104.2,5.5,3.49,112.33,0,2.0334590925465697e-05
1141,False,171.98,103.81,104.35,4.57,3.52,111.73,0,7.932613297760775e-05
1142,False,171.04,104.23,104.22,4.87,3.56,111.54,0,3.7698702133981952e-06
1143,False,171.9,104.25,104.64,4.46,3.07,110.86,0,3.081193396943925e-05
1144,False,171.88,103.84,104.18,5.02,3.05,112.07,0,0.008725448543882217
1145,False,171.79,103.81,103.97,5.86,3.2,111.04,0,3.2670916134205774e-08
1146,False,171.94,104.53,103.81,5.07,3.14,112.46,0,0.08678167631851666
1147,False,172.43,104.06,104.02,4.93,3.33,111.59,0,7.469805387005749e-05
1148,False,171.84,104.63,104.43,5.24,3.21,111.48,0,4.7916005597461005e-06
1149,False,172.02,104.08,104.01,4.63,3.28,111.03,0,2.740863963813312e-05
1150,False,171.79,104.86,104.34,5.39,3.14,113.02,0,0.06389119504867292
1151,False,171.97,104.19,104.05,4.79,3.18,111.46,0,0.00034950236117629294
1152,False,171.83,103.83,103.92,5.34,3.22,112.03,0,0.00036976149789077714
1153,False,172.42,104.33,104.4,5.34,3.13,112.11,0,0.0003132769827689934
1154,False,172.32,103.95,103.94,4.23,3.31,111.41,0,0.0032658627762547593
1155,False,172.36,104.04,104.31,4.76,3.56,111.57,0,6.73048855605503e-06
1156,False,171.78,104.33,103.58,6.01,3.26,111.3,0,1.230828839637906e-07
1157,False,172.09,103.7,104.27,5.53,3.51,112.2,0,4.86450179293796e-06
1158,False,172.11,104.1,104.18,4.52,3.21,111.45,0,0.0008571446003933231
1159,False,171.47,104.33,104.03,5.25,3.01,111.68,0,0.0004660730545959716
1160,False,172.39,104.05,104.32,4.13,3.41,112.66,1,0.5755238708887762
1161,False,171.92,104.29,104.27,5.76,3.13,111.37,0,3.581240748954181e-07
1162,False,172.46,103.87,104.36,5.56,3.33,110.69,0,1.778192571309189e-09
1163,False,172.34,104.36,103.83,6.03,3.44,111.44,0,1.7214393793435562e-08
1164,False,171.5,104.52,104.19,4.84,3.12,110.37,0,3.636501888680316e-07
1165,False,171.5,104.11,104.14,5.38,3.53,111.24,0,4.24457106579461e-08
1166,False,171.89,104.23,104.52,4.6,3.15,110.94,0,1.351618799405323e-05
1167,False,171.84,104.21,104.07,5.85,3.5,111.16,0,2.3059152615151614e-09
1168,False,171.83,103.56,103.76,5.56,3.49,110.7,0,2.6277247076557166e-09
1169,False,171.99,104.14,104.15,6.48,3.42,112.16,0,3.6079513862599967e-08
1170,False,171.63,104.3,103.85,5.45,3.26,111.88,0,6.10724886430151e-05
1171,False,171.86,103.94,103.81,5.12,3.23,111.55,0,0.00010013720577736938
1172,False,171.87,104.07,103.54,4.59,3.5,112.06,0,0.009595416304673785
1173,False,172.12,104.38,104.31,4.82,3.18,111.82,0,0.001118267059323734
1174,False,171.84,104.17,104.12,4.42,3.57,112.01,0,0.001460561877316902
1175,False,172.13,104.06,103.92,5.54,3.13,111.01,0,5.000010894716908e-07
1177,False,172.07,103.91,104.21,4.12,3.42,111.91,0,0.018173275635606806
1178,False,172.21,104.5,104.46,4.92,3.34,112.12,0,0.00043441769367225775
1179,False,171.47,104.28,103.89,5.78,3.21,111.8,0,6.85576365674743e-06
1180,False,171.68,104.0,104.29,4.9,3.1,111.77,0,0.0012187264384634752
1181,False,171.26,104.02,103.93,5.6,3.12,112.48,0,0.003127831272248497
1182,False,172.05,104.15,104.56,5.35,3.56,111.2,0,7.269680808702255e-09
1183,False,172.25,103.96,103.92,4.67,3.24,111.06,0,5.2371443018587625e-05
1184,False,171.97,103.95,103.73,5.15,3.24,110.87,0,1.4796621357970023e-06
1185,False,171.38,104.39,104.56,5.96,3.25,111.59,0,4.304410325490881e-08
1186,False,171.56,104.34,104.43,5.92,3.66,111.87,0,6.723075749145709e-09
1187,False,171.52,104.18,103.99,5.93,3.26,110.87,0,3.6968596692144315e-09
1188,False,171.74,103.77,104.31,4.99,3.4,111.52,0,6.1247833047398034e-06
1189,False,172.18,104.53,104.14,5.97,3.18,111.11,0,1.758278921588324e-08
1190,False,171.45,104.21,104.18,4.55,3.52,113.21,1,0.589696676980391
1191,False,171.42,103.87,104.51,5.07,3.3,110.22,0,1.7968992265111492e-09
1192,False,171.95,104.08,104.08,5.66,3.32,110.93,0,1.1669155078132577e-08
1193,False,171.59,103.93,103.95,5.25,3.38,111.71,0,1.558520721478028e-05
1194,False,171.67,104.06,104.15,4.87,3.21,111.49,0,0.00013328820742878242
1195,False,172.61,104.31,104.13,5.85,3.27,111.63,0,3.735110288335491e-07
1196,False,171.94,104.04,104.27,4.75,3.16,111.61,0,0.0006713816649386663
1197,False,171.94,104.2,103.65,5.0,3.43,112.08,0,0.001184540914998642
1198,False,172.05,104.2,104.11,4.09,3.37,111.18,0,0.0005851274041199543
1199,False,172.03,104.32,104.87,4.49,3.77,111.04,0,2.475099572386016e-08
1200,False,171.99,104.04,104.25,4.77,3.43,111.83,0,0.00014784342058983018
1201,False,171.85,104.12,103.69,4.86,3.5,111.55,0,4.636881615549173e-05
1202,False,172.26,104.23,103.98,6.03,3.29,111.83,0,5.496972717427876e-07
1203,False,172.02,104.22,104.19,5.14,3.73,110.49,0,2.0131284802325157e-10
1204,False,171.96,104.01,104.54,5.21,3.31,111.35,0,6.375445213967833e-07
1205,False,171.92,103.9,104.58,5.56,3.5,110.59,0,7.890229212906548e-11
1206,False,171.73,104.09,104.47,4.81,3.46,112.3,0,0.0007310341099839439
1207,False,171.71,104.12,104.14,4.84,3.38,111.68,0,9.151990966098554e-05
1208,False,171.96,104.38,103.82,5.19,3.32,111.68,0,5.438481334932124e-05
1209,False,172.25,104.18,104.23,5.11,3.37,111.17,0,5.933340040525924e-07
1210,False,172.29,104.43,104.8,4.86,3.3,111.53,0,8.21784675529983e-06
1211,False,172.31,103.98,104.09,5.28,3.47,111.71,0,3.17635510313586e-06
1212,False,171.9,104.33,104.4,4.7,3.31,112.12,0,0.0028949380239048444
1213,False,171.76,104.13,104.19,5.22,3.55,111.9,0,4.663486179034461e-06
1214,False,171.87,104.26,103.99,4.87,3.6,110.48,0,7.810667379424424e-09
1215,False,171.88,104.14,104.42,4.34,3.18,111.38,0,0.001066906723674235
1216,False,171.93,104.09,104.51,4.87,3.58,111.63,0,2.0334496560607018e-06
1217,False,171.63,104.61,104.29,5.31,3.14,111.51,0,1.2223246683023451e-05
1218,False,171.68,104.67,103.71,5.26,3.22,111.32,0,1.554057189931264e-05
1219,False,172.23,103.81,104.13,5.24,3.17,110.91,0,5.884182353645059e-07
1220,False,171.91,104.13,104.24,5.28,3.19,112.31,0,0.0014271418812460376
1221,False,172.27,104.06,104.24,5.43,3.35,110.29,0,4.160771784398017e-10
1222,False,171.69,104.51,103.81,5.02,3.42,112.08,0,0.0006812407198768743
1223,False,172.24,104.31,104.66,4.2,3.61,112.37,0,0.005864103208741078
1224,False,171.74,104.52,104.23,5.59,3.61,112.14,0,9.292670745056848e-07
1225,False,172.03,104.15,104.24,5.12,3.3,112.36,0,0.0016960179589297114
1226,False,171.6,103.9,104.29,6.11,3.55,110.77,0,1.1594758778045817e-11
1227,False,172.26,103.94,103.95,5.7,3.26,112.61,0,0.0008102304670099856
1228,False,172.27,104.36,103.68,5.74,3.51,112.35,0,2.3129105302676604e-05
1229,False,171.94,103.88,104.1,6.05,3.39,111.52,0,1.703604701801137e-08
1230,False,171.92,104.43,103.77,5.79,3.11,111.03,0,2.3678765381330584e-07
1231,False,171.75,103.96,104.15,4.84,3.32,111.76,0,0.000270411175055705
1232,False,171.9,103.94,104.59,5.04,3.23,111.57,0,1.4055915978187701e-05
1233,False,172.13,104.35,104.0,5.69,3.3,111.92,0,6.889927637119838e-06
1234,False,171.95,104.0,103.88,5.8,2.96,111.79,0,7.913617040422754e-05
1235,False,172.27,103.87,104.35,5.58,3.52,112.32,0,5.133036425729209e-06
1236,False,172.57,104.13,104.19,5.1,3.45,112.18,0,0.0001577540477377809
1237,False,171.72,104.05,104.36,5.4,3.75,111.59,0,1.5765516193068648e-08
1238,False,172.27,103.88,104.16,5.91,3.31,110.91,0,1.8130963996352328e-09
1239,False,171.99,104.02,104.06,5.34,3.61,112.12,0,6.995490940320761e-06
1240,False,172.16,104.12,104.21,5.01,3.43,110.99,0,2.1069866652540536e-07
1241,False,171.66,104.17,104.02,4.71,3.22,110.91,0,1.4270954073306563e-05
1242,False,171.58,104.23,104.5,5.14,3.7,111.75,0,2.3002216186205732e-07
1243,False,171.64,104.2,104.1,5.43,3.6,112.72,0,0.0001549723784913647
1244,False,171.91,103.8,103.99,6.14,3.32,110.78,0,3.025333896012142e-10
1245,False,172.26,104.04,104.43,3.82,3.47,111.95,0,0.04303370106638862
1246,False,171.76,104.14,104.54,5.14,3.41,111.5,0,8.823553934668921e-07
1247,False,171.57,104.04,104.14,5.27,3.42,112.68,0,0.0018894973947496114
1248,False,172.31,103.97,104.03,4.6,3.14,111.17,0,0.0003147690858103455
1249,False,171.45,104.03,104.26,4.88,3.44,111.92,0,0.00011208606774882222
1250,False,172.27,104.18,103.78,5.58,3.25,112.38,0,0.0008179318259499602
1251,False,172.25,104.21,103.98,5.71,3.5,111.88,0,6.334992922689157e-07
1252,False,172.03,104.6,104.0,4.36,3.26,112.08,0,0.1096384202079002
1253,False,171.8,104.51,104.57,5.5,3.3,112.94,0,0.0018336498260431839
1254,False,171.15,104.09,104.3,6.49,3.2,111.61,0,6.862487717210746e-09
1255,False,171.9,104.22,104.09,5.28,3.18,112.16,0,0.0010353679333269074
1256,False,172.0,104.23,104.52,5.76,3.37,110.94,0,9.100909575261748e-10
1257,False,172.39,104.34,104.1,5.89,3.14,111.56,0,8.056047446308509e-07
1258,False,172.42,103.69,104.29,5.25,3.33,110.7,0,1.6864582028985267e-08
1259,False,172.2,104.45,104.02,4.81,3.58,111.2,0,1.0706387125447699e-06
1260,False,171.88,103.89,104.41,4.75,3.59,112.1,0,9.839512371571013e-05
1261,False,171.56,104.03,103.93,5.47,3.5,111.67,0,9.327552728323195e-07
1262,False,171.93,104.43,104.15,5.8,3.4,111.82,0,3.992336914337797e-07
1263,False,171.59,104.05,104.4,5.05,3.45,111.14,0,1.7812759742970512e-07
1264,False,171.92,104.33,104.06,4.45,3.41,111.46,0,0.0002638756869167536
1265,False,172.37,104.54,104.03,5.82,3.41,111.45,0,4.840619606038115e-08
1266,False,171.67,104.12,103.98,5.68,3.18,111.55,0,2.799677920049204e-06
1267,False,172.13,103.99,103.78,5.47,2.94,112.3,0,0.0245584775116938
1268,False,171.94,104.38,103.81,4.87,3.39,111.22,0,1.2026457990313383e-05
1269,False,172.04,104.37,104.09,4.81,3.5,111.25,0,2.6532907067936487e-06
1270,False,171.26,104.22,104.07,4.78,3.81,112.88,0,0.003105268797613944
1271,False,172.4,104.42,104.18,4.62,3.31,111.27,0,5.324636345912264e-05
1272,False,171.73,103.74,104.38,5.14,3.16,111.73,0,8.337076753532501e-05
1273,False,172.33,104.36,104.31,4.4,3.33,112.03,0,0.011976647968028208
1274,False,171.96,104.0,103.95,5.63,3.26,110.96,0,4.876349237278192e-08
1275,False,171.82,103.97,103.88,4.73,3.55,111.87,0,0.0002387987333205178
1276,False,172.47,104.27,104.1,4.88,3.33,110.68,0,2.892386073462667e-07
1277,False,173.01,104.59,104.31,5.04,3.05,110.91,0,3.981222744307512e-06
1278,False,172.11,104.23,104.45,5.24,3.58,111.78,0,6.057976312121035e-07
1279,False,171.43,104.26,103.97,5.73,3.14,111.82,0,1.687851044822937e-05
1280,False,171.74,104.02,104.22,5.33,2.94,112.26,0,0.010912950592541484
1281,False,171.62,104.53,103.64,4.89,3.16,112.54,0,0.40883673023644374
1282,False,171.8,104.14,104.26,5.67,3.35,111.46,0,1.1528893466743345e-07
1283,False,171.6,104.23,104.45,5.57,3.45,110.34,0,4.116946232132321e-11
1284,False,172.1,104.16,104.34,6.0,3.09,111.62,0,4.41408454698013e-07
1285,False,172.12,104.38,103.93,4.71,3.44,111.52,0,8.350167153888286e-05
1286,False,171.93,104.24,103.71,5.48,3.16,111.84,0,0.0001779988956749632
1287,False,171.31,103.95,104.07,5.14,3.41,112.44,0,0.00137104225248271
1288,False,172.06,104.0,104.02,5.09,3.53,112.07,0,6.532793515728785e-05
1289,False,171.57,104.08,104.12,5.46,3.21,111.49,0,3.5629621596215037e-06
1290,False,171.94,104.06,104.22,6.9,3.36,111.7,0,2.220955026560691e-10
1291,False,171.84,104.46,104.15,4.51,3.39,110.73,0,1.8424076230271842e-06
1292,False,171.86,104.04,104.43,4.63,3.64,111.63,0,6.457688460680557e-06
1293,False,171.57,104.29,104.28,5.12,3.68,110.98,0,5.822574436118132e-09
1294,False,172.4,104.27,104.18,4.92,3.17,111.79,0,0.000845726695587226
1295,False,171.9,103.97,104.36,5.59,3.61,112.05,0,3.4664211084188496e-07
1296,False,171.55,104.46,104.36,4.69,3.31,111.57,0,0.00011942029598158293
1297,False,171.96,104.47,104.06,4.84,3.76,111.04,0,4.4529068453120424e-08
1298,False,172.0,104.36,104.16,4.94,3.25,111.82,0,0.0004171444643889482
1299,False,172.11,104.24,104.06,5.61,3.6,111.76,0,1.540175523356453e-07
1300,False,171.38,104.13,104.22,5.67,3.46,112.48,0,2.2404781066391995e-05
1301,False,171.33,104.28,104.19,5.72,3.25,111.99,0,7.852008590391677e-06
1302,False,172.08,103.98,104.23,4.99,3.31,112.19,0,0.0012600107884423734
1304,False,171.91,104.0,104.49,4.68,3.42,111.82,0,0.00012260883476117513
1305,False,172.1,104.36,104.08,4.96,3.46,111.93,0,0.00010628976423531464
1306,False,172.13,103.99,104.06,5.8,3.28,111.3,0,7.630881043132184e-08
1307,False,171.68,104.24,104.0,4.49,3.24,112.18,0,0.11000983409638045
1308,False,172.36,104.02,104.32,5.62,3.4,112.13,0,4.765366326072607e-06
1309,False,172.0,104.45,104.19,5.5,2.99,111.99,0,0.00047001380547169577
1310,False,171.92,104.84,104.6,5.96,2.92,110.69,0,4.5728912421161655e-09
1311,False,171.78,104.07,104.16,5.77,3.3,111.27,0,4.465699348550912e-08
1312,False,171.92,104.37,104.05,4.95,3.04,110.61,0,2.914719600780723e-06
1313,False,171.83,104.12,104.01,5.59,3.2,112.53,0,0.0015142699643755704
1314,False,172.43,104.32,103.95,4.13,3.39,111.5,0,0.004490056649437352
1316,False,172.4,104.55,104.22,5.18,3.51,111.94,0,1.0536338146180499e-05
1317,False,171.99,104.28,104.32,4.71,3.45,112.18,0,0.0011977731531695743
1318,False,171.91,103.99,104.23,5.01,3.42,111.77,0,2.6665112970681722e-05
1319,False,171.74,104.4,104.39,4.87,3.06,112.0,0,0.006565731830386488
1320,False,172.05,104.6,104.32,5.12,3.35,111.78,0,2.176365151587032e-05
1321,False,172.29,104.72,104.86,5.71,3.16,112.15,0,6.168271830855612e-06
1322,False,172.07,104.5,104.23,6.19,3.07,111.21,0,1.89202883615071e-08
1323,False,171.84,104.23,104.31,5.1,3.68,111.72,0,5.696641315135469e-07
1324,False,171.51,104.13,103.9,4.99,3.6,111.23,0,5.006601669212722e-07
1325,False,171.83,104.39,104.17,5.51,3.33,113.64,0,0.2620464575394378
1326,False,171.75,104.36,104.02,6.0,3.13,111.79,0,2.401449997002258e-06
1327,False,171.78,104.51,104.06,5.9,3.18,111.91,0,4.917439088046776e-06
1328,False,172.1,104.22,103.99,5.26,3.24,111.94,0,0.00022651724734444785
1329,False,172.5,104.07,103.71,3.82,3.63,110.74,0,5.407015347953818e-05
1330,False,171.89,104.32,103.94,5.64,3.3,111.56,0,1.2560539299490144e-06
1331,False,172.32,104.6,104.83,4.84,3.51,112.55,0,0.0005071224512790584
1332,False,172.09,104.4,104.21,5.28,3.41,112.11,0,4.672688146091423e-05
1333,False,172.1,104.3,104.21,4.07,3.41,111.27,0,0.0005466997875290305
1334,False,172.22,104.41,104.64,5.2,3.37,112.2,0,4.894462016463237e-05
1335,False,172.04,104.17,103.9,5.05,3.62,111.56,0,2.1249106020742516e-06
1336,False,171.79,104.05,104.3,5.02,3.44,112.01,0,7.063348115864052e-05
1337,False,172.22,104.17,104.07,4.52,3.67,112.13,0,0.0006794937321545334
1338,False,171.99,104.18,104.2,5.26,3.23,111.83,0,6.355890453132952e-05
1339,False,171.75,104.16,104.23,5.75,3.25,111.68,0,8.434199052331485e-07
1340,False,172.04,104.34,104.48,4.88,3.28,112.15,0,0.001173841375322959
1341,False,171.94,104.21,104.1,4.28,3.47,112.23,0,0.03981389479373209
1342,False,171.97,104.38,104.18,5.59,3.47,110.98,0,3.720181564117136e-09
1343,False,171.62,104.14,104.45,4.94,3.66,111.93,0,4.404608238659787e-06
1344,False,171.43,104.14,103.95,5.34,3.14,111.76,0,0.00014591238243117198
1345,False,171.56,104.17,103.87,6.16,3.38,111.55,0,2.4394048004655874e-08
1346,False,171.94,104.37,104.14,5.37,3.46,111.94,0,6.974286665084408e-06
1348,False,171.84,104.32,104.5,6.28,3.0,111.06,0,3.596665065775773e-09
1349,False,171.53,104.03,104.05,5.77,3.22,111.93,0,8.61148823663193e-06
1350,False,171.38,103.78,103.7,5.22,3.43,111.6,0,1.3048037766653143e-05
1351,False,172.1,103.98,104.28,5.78,3.16,111.09,0,3.985377330948289e-08
1352,False,171.62,104.21,103.99,5.5,3.45,111.35,0,1.4829245494081336e-07
1353,False,171.61,104.04,104.06,6.19,3.08,110.73,0,1.5608418905665768e-09
1354,False,171.67,103.79,103.44,5.13,3.32,111.47,0,7.700422073639144e-05
1355,False,171.68,103.89,103.7,5.97,3.03,109.97,0,3.2276535568689786e-10
1356,False,171.95,104.26,103.97,5.88,3.16,112.44,0,0.0002421199719685094
1357,False,171.91,103.91,103.98,4.78,3.65,111.41,0,2.5995746629710376e-06
1358,False,171.67,104.16,104.08,5.42,3.3,111.63,0,4.863029214748045e-06
1359,False,172.25,104.52,104.22,4.65,3.43,110.48,0,8.541993512713325e-08
1360,False,171.98,104.44,104.26,5.75,3.2,110.93,0,1.2673825231043703e-08
1361,False,171.95,104.47,104.34,5.92,3.1,113.17,0,0.009121076083954557
1362,False,171.56,103.8,103.87,5.66,2.98,112.95,0,0.16898203658517474
1363,False,172.0,104.46,104.3,5.27,3.37,111.85,0,1.1285219869791988e-05
1364,False,171.69,104.18,104.28,5.62,3.23,110.53,0,1.6785167266284985e-09
1365,False,171.74,103.96,103.47,5.14,3.3,111.4,0,5.2359841908633884e-05
1366,False,171.83,104.18,104.26,5.0,3.6,111.55,0,1.0197766911847072e-06
1367,False,171.6,104.37,104.2,5.82,3.08,112.84,0,0.004424674943026039
1368,False,171.65,104.32,104.38,5.65,3.24,112.3,0,4.861911841185154e-05
1369,False,171.94,104.56,104.25,4.6,3.37,110.64,0,5.299209855214173e-07
1370,False,171.69,103.87,104.16,5.46,3.31,111.42,0,7.163305994092979e-07
1371,False,171.86,104.12,104.1,6.01,3.34,111.91,0,4.072179924100546e-07
1372,False,171.38,104.04,104.2,5.54,3.38,112.8,0,0.0008957076730517573
1373,False,171.69,104.17,104.37,5.31,3.54,111.89,0,1.5166191480377686e-06
1374,False,172.02,103.9,104.1,5.92,3.19,111.46,0,2.140981508699361e-07
1375,False,171.74,104.41,104.08,4.66,3.22,111.04,0,3.568709480909509e-05
1376,False,171.8,104.31,104.49,5.97,3.51,111.2,0,3.0895680151939694e-10
1377,False,172.3,104.18,104.54,5.04,3.35,111.11,0,2.8033687166739474e-07
1378,False,171.41,104.2,103.73,4.31,3.32,111.74,0,0.026600754297142253
1379,False,172.15,104.23,104.41,5.47,3.37,112.53,0,0.00014600636561940152
1380,False,171.58,103.87,104.07,4.67,3.51,111.53,0,3.465725976478302e-05
1381,False,172.08,104.04,103.44,5.39,3.19,111.04,0,4.089090954797111e-06
1382,False,171.97,104.85,104.52,5.87,3.56,110.98,0,8.059776399002153e-11
1383,False,171.75,104.16,104.16,4.23,2.99,111.83,0,0.36895385165310124
1384,False,171.26,104.19,104.26,5.17,3.35,111.04,0,2.0339330600887878e-07
1385,False,171.46,104.4,104.3,5.2,3.3,111.58,0,6.893812292142638e-06
1386,False,172.05,104.22,104.05,5.87,3.18,111.13,0,5.039455296123651e-08
1387,False,171.8,103.97,103.93,5.39,3.07,111.22,0,8.475115670330533e-06
1388,False,171.05,104.09,104.5,4.72,3.1,112.44,0,0.10478010904835969
1389,False,172.31,104.31,104.72,4.86,3.41,112.06,0,8.924447680313414e-05
1390,False,171.43,104.26,103.91,5.14,3.53,111.9,0,2.4111203970486487e-05
1391,False,172.36,104.01,104.41,5.23,3.07,110.71,0,2.0417451714287067e-07
1392,False,171.59,104.17,104.09,5.25,3.08,112.14,0,0.003123688081243414
1393,False,171.67,104.08,104.73,4.93,3.31,111.81,0,3.36985763216192e-05
1394,False,172.0,104.17,104.44,4.72,3.4,111.17,0,2.5303569048694466e-06
1395,False,171.5,104.28,104.22,5.2,3.24,111.56,0,1.4841128043878535e-05
1396,False,171.91,104.53,104.23,4.75,3.34,112.28,0,0.007251079327093603
